#Name, Date, RaDeg, DecDeg, AlertMag, HistoricMag, HistoricStdDev, Class, Published, Comment
Gaia18ate,2018-03-27 10:09:13,255.35859,-31.06644,18.84,,,"unknown",2018-03-29 16:43:24,"candidate CV, blue Galactic plane transient. Nothing visible in PanSTARRS"
Gaia18atd,2018-03-27 10:30:08,235.42135,-42.03164,18.13,,,"unknown",2018-03-29 16:42:31,"candidate CV, blue Galactic plane transient rising near faint DSS sources"
Gaia18atc,2018-03-26 22:13:37,124.36539,-20.66119,18.93,,,"unknown",2018-03-29 16:41:37,"candidate SN near faint extended PanSTARRS source, GS-TEC predicts SN Ia"
Gaia18atb,2018-03-27 09:11:41,293.13541,6.75218,18.10,,,"unknown",2018-03-29 16:40:43,"blue transient near faint PanSTARRS source"
Gaia18ata,2018-03-27 10:05:20,258.51064,-28.82333,9.68,,,"Nova",2018-03-29 16:39:44,"Gaia detection of known Galactic Nova, aka Nova Oph 2018 No. 2, TCP J17140253-2849233"
Gaia18asz,2018-03-27 04:43:51,102.02636,3.98146,18.57,,,"unknown",2018-03-29 16:38:16,"blue hostless Galactic plane transient, candidate CV"
Gaia18asy,2018-03-27 06:58:21,310.66394,25.02871,17.16,,,"unknown",2018-03-29 16:37:20,"blue hostless transient, candidate CV"
Gaia18asx,2018-03-26 14:48:39,306.23959,23.41489,18.76,,,"unknown",2018-03-29 16:35:34,"Galactic plane transient near faint PanSTARRS source, rising"
Gaia18asw,2018-03-26 02:51:32,222.98536,-42.14031,18.82,,,"unknown",2018-03-28 12:21:11,"candidate SN near galaxy 2MASX J14515644-4208216"
Gaia18asv,2018-03-25 22:22:30,113.38873,-15.48053,13.03,13.29,0.02,"unknown",2018-03-27 23:30:26,"blue Gaia source in Galactic plane brightens by ~0.25 mags"
Gaia18asu,2018-03-26 09:23:16,282.72999,1.08144,19.15,18.09,0.09,"unknown",2018-03-27 23:29:30,"Gaia source in Galactic plane has slow, then steep decline of ~1.2 mags"
Gaia18ast,2018-03-26 08:14:18,258.08767,-23.16812,18.61,,,"unknown",2018-03-27 23:27:55,"candidate SN near galaxy 2MASX J17122085-2310048 GS-TEC predicts SN Ia"
Gaia18ass,2018-03-25 22:03:34,254.70875,-23.93722,18.94,,,"unknown",2018-03-27 23:27:00,"hostless, blue transient"
Gaia18asr,2018-03-26 02:18:02,333.41285,40.78183,17.32,,,"unknown",2018-03-27 23:26:10,"candidate SN near galaxy UGC 11954"
Gaia18asq,2018-03-25 16:09:44,123.63006,-25.21708,15.12,15.38,0.04,"YSO",2018-03-27 23:25:18,"Gaia source near Galactic plane brightens by ~0.3 mags, candidate microlens"
Gaia18asp,2018-03-24 14:42:19,229.19220,-35.10365,18.45,,,"unknown",2018-03-27 23:24:16,"blue hostless transient"
Gaia18aso,2018-03-24 22:21:23,237.18042,-32.12116,18.64,,,"unknown",2018-03-27 23:23:27,"candidate SN near galaxy ESO 450-16"
Gaia18asn,2018-03-25 14:02:19,263.68183,-13.60238,18.73,,,"unknown",2018-03-27 23:22:30,"hostless transient near Galactic Plane"
Gaia18asm,2018-03-25 11:06:02,77.88567,18.79333,16.80,,,"CV",2018-03-27 23:21:44,"blue transient on faint PanSTARRS source, declining"
Gaia18asl,2018-03-24 22:33:24,101.08974,-8.49801,17.67,,,"unknown",2018-03-27 23:19:51,"hostless transient near Galactic Plane"
Gaia18ask,2018-03-25 12:44:48,318.18146,35.33970,18.81,,,"unknown",2018-03-27 23:18:57,"candidate SN near galaxy 2MASX J21124376+3520263 GS-TEC predicts SN Ia"
Gaia18asj,2018-03-23 22:55:50,79.91252,7.75051,17.62,18.73,0.34,"unknown",2018-03-27 23:17:03,"erratic Gaia source brightens by >1 mag, candidate YSO"
Gaia18asi,2018-03-24 01:36:09,275.09139,7.18534,12.00,17.11,0.36,"XRB",2018-03-26 14:49:32,"bright outburst in Gaia source, aka ASASSN-18ey, aka MAXI J1820+070, candidate X-ray binary"
Gaia18ash,2018-03-24 10:05:29,248.48239,-21.64981,18.16,,,"unknown",2018-03-26 14:43:43,"candidate SN declining near faint PanSTARRS galaxy"
Gaia18asg,2018-03-23 15:26:39,171.23034,-46.09767,18.07,,,"unknown",2018-03-26 14:39:59,"candidate SN near galaxy 2MASX J11245522-4605527"
Gaia18asf,2018-03-23 04:47:57,83.29667,0.23293,17.64,15.69,0.06,"unknown",2018-03-26 14:31:29,"dusty M dwarf dims by 2 magnitudes and changes colour"
Gaia18ase,2018-03-23 10:14:50,110.97717,-25.44021,16.85,18.04,0.53,"unknown",2018-03-26 14:26:59,"2 mag brightening in erratic variable Gaia source"
Gaia18asd,2018-03-23 09:06:05,283.96051,19.23828,18.85,,,"unknown",2018-03-26 14:25:30,"apparently hostless transient"
Gaia18asc,2018-03-23 14:00:34,258.05853,-7.67318,18.97,,,"unknown",2018-03-26 14:23:58,"transient close to very faint PanSTARRS source"
Gaia18asb,2018-03-23 04:48:37,82.68515,0.70831,17.63,,,"unknown",2018-03-26 14:21:54,"apparently hostless blue transient"
Gaia18asa,2018-03-21 06:29:28,328.05148,47.25050,19.57,18.47,0.15,"unknown",2018-03-23 22:40:12,"1 mag fading of red Gaia source, previous dips in light curve. Possible YSO"
Gaia18arz,2018-03-22 16:49:00,80.14093,-0.09176,17.56,19.08,0.23,"CV",2018-03-23 17:27:02,"1.5 mag outburst of known cataclysmic variable CSS080207:052034-000530"
Gaia18ary,2018-03-22 10:26:01,97.47990,-18.76645,18.89,,,"unknown",2018-03-23 17:25:37,"hostless blue transient"
Gaia18arx,2018-03-22 08:55:27,288.66776,28.11336,18.45,,,"unknown",2018-03-23 17:24:07,"blue transient near Galactic Plane"
Gaia18arw,2018-03-21 11:54:25,16.76618,42.72001,17.11,18.58,0.23,"CV",2018-03-22 17:23:15,"Outburst of known dwarf nova IZ And"
Gaia18arv,2018-03-21 02:21:21,236.46461,-16.14336,17.74,,,"unknown",2018-03-22 17:22:26,"Blue, apparently hostless transient. Old detections at V=21.5 at this position in CRTS. Candidate CV"
Gaia18aru,2018-03-21 20:32:58,230.20532,-25.02700,17.90,,,"unknown",2018-03-22 17:21:14,"blue hostless transient"
Gaia18art,2018-03-21 09:29:20,163.51200,-47.69658,19.53,,,"unknown",2018-03-22 17:20:13,"blue hostless transient. 2.5 mag rise in 0.5d after first detection. candidate CV"
Gaia18ars,2018-03-21 13:18:46,278.32893,24.46030,18.29,,,"unknown",2018-03-22 17:19:17,"hostless blue transient, candidate CV"
Gaia18arr,2018-03-21 13:27:51,271.93709,18.74983,18.46,,,"SN Ia-pec",2018-03-22 17:18:25,"Candidate SN near DSS and PanSTARRS galaxy. GS-TEC predicts SN Ia"
Gaia18arq,2018-03-05 05:28:10,41.22352,31.73251,18.07,,,"unknown",2018-03-22 17:16:05,"Candidate SN near faint galaxy SDSS J024453.35+314355.5, declining"
Gaia18arp,2018-03-20 22:28:48,88.76537,-19.65431,15.92,17.58,0.05,"unknown",2018-03-21 15:09:44,"red Gaia source brightens by ~1.5 mags, fast decline"
Gaia18aro,2018-03-20 10:05:12,109.38134,-37.91089,16.47,18.08,0.52,"unknown",2018-03-21 15:08:39,"Gaia source brightens by ~1.6 mags, previous outbursts in lightcurve, candidate CV"
Gaia18arn,2018-03-19 12:30:35,323.81420,50.48067,16.88,17.15,0.03,"unknown",2018-03-21 15:07:34,"Gaia source in Galactic plane brightens by ~0.25 mags"
Gaia18arm,2018-03-19 16:11:33,230.04997,-16.58004,18.20,19.35,0.04,"unknown",2018-03-21 15:06:19,"Gaia source brightens by ~1.2 mags"
Gaia18arl,2018-03-19 22:11:48,230.76052,-17.30424,15.05,17.21,0.06,"unknown",2018-03-21 15:05:57,"Gaia source brightens by ~1.7 mags"
Gaia18ark,2018-03-19 22:02:09,236.90016,-10.46072,18.00,,,"SN Ia",2018-03-21 15:05:21,"candidate SN near galaxy LEDA 977947"
Gaia18arj,2018-03-19 14:40:37,218.80273,-27.36684,18.78,,,"unknown",2018-03-21 15:04:46,"candidate SN near PanSTARRS galaxy"
Gaia18ari,2018-03-08 22:27:48,210.91262,-33.97864,14.90,,,"SN Ia",2018-03-21 15:04:08,"confirmed SN Ia near galaxy NGC 5419, aka ASASSN-18en, SN2018zz"
Gaia18arh,2018-03-19 03:20:12,174.42577,-49.17865,18.65,,,"SN II",2018-03-21 15:00:40,"candidate SN near Seyfert 1 galaxy ESO 216-24"
Gaia18arg,2018-03-19 15:29:06,160.91411,-50.27582,17.56,,,"unknown",2018-03-21 14:59:51,"blue transient near Galactic plane, candidate CV, aka ASASSN-18de"
Gaia18arf,2018-03-20 01:55:22,249.47988,3.71311,18.70,,,"unknown",2018-03-21 14:57:37,"candidate SN near PanSTARRS galaxy"
Gaia18are,2018-03-01 17:15:10,48.67076,18.16751,17.60,,,"unknown",2018-03-21 14:56:52,"candidate SN near galaxy SDSS J031441.05+181003.4 GS-TEC predicts SN Ia, aka ATLAS18mhr"
Gaia18ard,2018-03-19 11:13:25,50.45840,14.86929,18.84,,,"unknown",2018-03-21 14:55:09,"blue hostless transient"
Gaia18arc,2018-03-19 15:44:50,134.72185,-49.22867,17.88,19.46,0.35,"unknown",2018-03-21 14:51:14,"gradual 1.5 mag rise on faint red star in the Galactic Plane, previous outburst seen. candidate YSO"
Gaia18arb,2018-03-19 03:31:38,155.81322,-51.33066,18.29,19.83,0.28,"unknown",2018-03-21 14:49:27,"2 mag increase on variable blue star in the Galactic Plane, candidate CV"
Gaia18ara,2018-03-19 10:11:19,98.48226,-35.90986,18.71,,,"unknown",2018-03-21 14:47:07,"candidate SN near galaxy LEDA 643098, aka ATLAS18mkm"
Gaia18aqz,2018-03-18 03:18:23,175.97673,-49.74887,18.84,,,"unknown",2018-03-20 01:08:52,"Transient on faint DSS source, fading"
Gaia18aqy,2018-03-18 04:50:44,61.63149,-5.41573,18.56,,,"unknown",2018-03-20 01:07:48,"Blue hostless transient"
Gaia18aqx,2018-03-17 20:42:28,286.12680,46.90011,18.29,,,"SN I",2018-03-20 01:04:09,"candidate SN near galaxy 2MASX J19042995+4654078"
Gaia18aqw,2018-03-17 20:17:37,229.60536,-8.91205,18.90,,,"unknown",2018-03-19 11:58:04,"transient on PanSTARRS source GS-TEC predicts SN II"
Gaia18aqv,2018-03-17 04:56:32,54.40104,-1.27579,17.96,,,"unknown",2018-03-19 11:57:13,"candidate SN near extended PanSTARRS source GS-TEC predicts SN Ia"
Gaia18aqu,2018-03-17 10:40:06,65.66630,-15.65782,18.71,,,"unknown",2018-03-19 11:56:25,"candidate SN near galaxy 2MASX J04224035-1539374"
Gaia18aqt,2018-03-17 13:45:50,245.98561,15.69197,18.70,,,"unknown",2018-03-19 11:55:26,"candidate SN near galaxy SDSS J162356.66+154129.5 GS-TEC predicts SN II"
Gaia18aqs,2018-03-03 22:05:22,220.13779,-15.75640,18.32,,,"CV",2018-03-19 11:54:18,"transient coincident with PanSTARRS source and GALEXASC J144033.07-154523.0, and CRTS transient"
Gaia18aqr,2018-03-16 08:35:41,215.71048,-22.30803,16.84,,,"CV",2018-03-19 11:52:56,"hostless blue transient"
Gaia18aqq,2018-03-16 21:18:50,174.37116,-52.31781,17.85,,,"unknown",2018-03-19 11:52:10,"hostless blue transient near Galactic plane, declining"
Gaia18aqp,2018-03-17 00:17:09,342.43506,54.94158,17.32,,,"unknown",2018-03-19 11:50:32,"blue transient coincident with faint PanSTARRs source, declining"
Gaia18aqo,2018-03-15 16:57:34,184.79853,-49.94503,18.94,,,"unknown",2018-03-17 22:48:05,"apparently hostless blue transient"
Gaia18aqn,2018-03-15 16:28:26,65.65293,-28.31179,18.93,,,"unknown",2018-03-17 22:46:32,"candidate SN near faint, blue, extended PanSTARRS source (and GALEXASC J042236.73-281843.2)"
Gaia18aqm,2018-03-16 00:51:39,284.63054,54.39735,18.82,,,"unknown",2018-03-17 22:43:53,"candidate SN near galaxy LEDA 2468413"
Gaia18aql,2018-03-15 07:37:21,241.81560,26.19668,18.49,,,"unknown",2018-03-17 22:39:34,"candidate SN near centre of starforming galaxy LEDA 57207. aka ATLAS18mgs"
Gaia18aqk,2018-03-15 19:44:04,240.41558,20.02626,18.89,,,"unknown",2018-03-17 22:36:39,"candidate SN in galaxy SDSS J160139.69+200135.3"
Gaia18aqj,2018-03-14 16:54:37,47.01368,-4.39969,16.92,,,"unknown",2018-03-16 14:07:14,"candidate SN in galaxy IC 1886"
Gaia18aqi,2018-03-11 10:25:44,209.25319,-28.50419,18.95,,,"unknown",2018-03-16 14:06:31,"candidate SN near galaxy LEDA 740888 GS-TEC predicts SN Ia"
Gaia18aqh,2018-03-14 15:01:54,194.80946,-44.90065,18.56,,,"unknown",2018-03-16 14:05:42,"candidate SN near DSS object GS-TEC predicts SN Ia"
Gaia18aqg,2018-03-14 15:10:32,185.74524,-51.77925,17.67,,,"unknown",2018-03-16 14:04:33,"blue transient on faint DSS blob near Galactic plane"
Gaia18aqf,2018-03-14 15:20:02,171.93234,-58.24289,18.90,,,"unknown",2018-03-16 14:02:15,"transient near Galactic plane"
Gaia18aqe,2018-03-14 03:36:50,133.60209,-65.61666,18.26,,,"unknown",2018-03-16 14:01:06,"blue transient near Galactic plane"
Gaia18aqd,2018-03-14 04:46:37,49.22734,-12.09439,18.80,,,"unknown",2018-03-16 14:00:14,"candidate SN near galaxy GALEXASC J031654.55-120535.7"
Gaia18aqc,2018-03-14 10:18:09,66.67671,-39.22516,17.39,,,"unknown",2018-03-16 13:59:28,"candidate SN near galaxy LCRS B042459.1-392004 GS-TEC predicts SN Ia. aka ATLAS18mhy"
Gaia18aqb,2018-03-14 03:49:39,226.02091,6.06429,18.98,,,"unknown",2018-03-16 13:50:53,"candidate SN near galaxy SDSS J150404.89+060348.8 GS-TEC predicts SN Ia"
Gaia18aqa,2018-03-14 19:43:10,9.77891,48.34285,17.79,,,"unknown",2018-03-16 13:48:39,"Candidate recurrent nova. Prev eruption at this position reported as Nova NGC185 2000 IAUC7458"
Gaia18apz,2018-03-13 15:49:10,100.16788,-63.32746,16.94,,,"SN Ia",2018-03-15 14:23:52,"Candidate SN near galaxy LEDA 149048"
Gaia18apy,2018-03-13 16:52:42,44.56385,-6.42105,18.51,,,"unknown",2018-03-15 14:22:59,"Candidate SN near galaxy SDSS J025815.11-062515.9"
Gaia18apx,2018-03-13 10:32:33,52.63784,-26.12748,18.74,,,"unknown",2018-03-15 14:22:10,"Candidate SN 16 arcsec from galaxy 2dFGRS TGS167Z009. GS-TEC predicts SN Ia"
Gaia18apw,2018-03-12 22:28:52,52.37876,-29.86693,18.96,,,"unknown",2018-03-15 14:21:27,"Candidate SN near galaxy 2dFGRS TGS401Z245"
Gaia18apv,2018-03-13 16:10:48,68.79231,-46.69392,17.26,,,"unknown",2018-03-15 14:20:36,"Candidate SN near faint extended DSS source. GS-TEC predicts SN Ia"
Gaia18apu,2018-03-13 13:38:10,234.24774,27.89954,18.51,,,"unknown",2018-03-15 14:18:51,"Candidate SN near galaxy LEDA 1820977. GS-TEC predicts SN II"
Gaia18apt,2018-03-13 15:24:28,234.90204,27.85401,18.75,,,"unknown",2018-03-15 14:17:13,"Candidate SN near galaxy SDSS J153936.83+275114.2 GS-TEC predicts SN Ia"
Gaia18aps,2018-03-12 18:46:46,276.95128,66.70694,17.62,18.40,0.12,"unknown",2018-03-14 13:51:20,"0.7 mag brightening in core of galaxy 2MASX J18274820+6642254 (radio and x-ray source)"
Gaia18apr,2018-03-12 06:00:09,11.05205,55.15218,17.41,18.65,0.34,"unknown",2018-03-14 13:29:47,"erratic variable Gaia source brightens by 2.5 mags over 500 days, candidate YSO/AGN"
Gaia18apq,2018-03-02 02:01:59,218.85584,0.33397,18.54,,,"unknown",2018-03-14 11:03:23,"candidate SN near radio galaxy NVSS J143525+002007, GS-TEC predicts SN II"
Gaia18app,2018-03-12 03:08:22,191.46222,-55.65293,18.83,,,"unknown",2018-03-14 11:02:27,"transient near galactic plane"
Gaia18apo,2018-03-12 15:16:54,179.25001,-61.57781,16.59,,,"unknown",2018-03-14 11:01:41,"blue transient near galactic plane, candidate CV, declining"
Gaia18apn,2018-03-12 15:27:15,157.46202,-68.32818,18.47,,,"unknown",2018-03-14 11:00:44,"blue transient near galactic plane"
Gaia18apm,2018-03-12 04:29:00,49.09226,-29.77994,18.46,,,"unknown",2018-03-14 11:00:00,"candidate SN near galaxy 2MASX J03162173-2946474 GS-TEC predicts SN Ia"
Gaia18apl,2018-03-12 16:28:23,51.44644,-30.41243,17.48,,,"unknown",2018-03-14 10:59:09,"candidate SN near galaxy 2dFGRS TGS400Z100"
Gaia18apk,2018-02-16 06:00:13,68.43826,-54.51975,18.58,,,"unknown",2018-03-14 10:58:17,"candidate SN near galaxy SSEP24 J043344.9-543109. GS-TEC predicts SN Ia"
Gaia18apj,2018-03-12 08:48:19,251.93073,58.50557,18.83,,,"unknown",2018-03-14 10:57:28,"candidate SN near PanSTARRS extended object. GS-TEC predicts SN Ia"
Gaia18api,2018-03-12 07:16:33,239.44468,47.29543,18.77,,,"unknown",2018-03-14 10:56:44,"candidate SN near galaxy SDSS J155746.32+471747.2 GS-TEC predicts SN Ia"
Gaia18aph,2018-03-12 03:38:48,223.83410,16.50659,17.54,,,"unknown",2018-03-14 10:56:03,"candidate SN near galaxy MCG+03-38-057"
Gaia18apg,2018-03-12 11:57:20,12.66489,52.47950,16.98,,,"unknown",2018-03-14 10:55:21,"blue transient near galactic plane"
Gaia18apf,2018-03-12 22:25:47,54.06163,-32.88613,14.51,20.26,0.60,"unknown",2018-03-14 10:53:20,">6 mag rise on faint Gaia source, candidate CV"
Gaia18ape,2018-03-11 15:39:44,110.19584,-73.82201,16.94,,,"unknown",2018-03-13 14:47:54,"blue hostless transient, candidate CV"
Gaia18apd,2018-03-11 19:19:41,26.67687,32.50814,16.57,18.01,0.10,"SN II",2018-03-13 13:42:27,"confirmed SN II at the centre of galaxy KUG 0143+322 aka ASASSN-18ap SN2018gn"
Gaia18apc,2018-03-11 21:50:21,82.60331,-66.78822,15.22,15.50,0.05,"unknown",2018-03-13 13:38:46,"blue variable Gaia source brightens by 0.2 mag"
Gaia18apb,2018-03-11 21:04:11,195.69565,-52.27309,19.00,,,"unknown",2018-03-13 13:38:06,"blue transient near faint blue DSS source"
Gaia18apa,2018-03-11 16:05:38,59.27786,-53.50719,18.17,,,"unknown",2018-03-13 13:36:59,"candidate SN near centre of galaxy GALEXASC J035706.65-533025.5, declining, GS-TEC predicts SN Ia"
Gaia18aoz,2018-03-11 22:03:31,63.48414,-55.29790,18.87,,,"unknown",2018-03-13 13:36:21,"candidate SN about 20 arcsec from galaxy MRSS 157-133037, GS-TEC predicts SN Ia"
Gaia18aoy,2018-03-11 10:05:38,57.99837,-53.51345,18.66,,,"unknown",2018-03-13 13:35:43,"candidate SN near galaxy 2MFGC 3201"
Gaia18aox,2018-03-12 00:20:20,343.84277,69.43942,18.80,,,"unknown",2018-03-13 13:34:59,"transient on faint PanSTARRS source"
Gaia18aow,2018-03-11 07:00:13,245.10215,62.00622,18.58,,,"unknown",2018-03-13 13:34:16,"candidate SN near galaxy LEDA 2628706, GS-TEC predicts SN Ia"
Gaia18aov,2018-02-17 21:00:45,235.91659,53.57443,18.23,,,"unknown",2018-03-13 13:33:28,"candidate SN in radio galaxy Z 275-3, declining"
Gaia18aou,2018-03-11 19:51:42,222.73255,17.21925,18.58,,,"unknown",2018-03-13 13:31:39,"candidate SN near galaxy LEDA 1527482"
Gaia18aot,2018-03-07 23:27:53,32.78327,30.90195,17.32,18.46,0.47,"unknown",2018-03-12 09:36:01,"Erratic large amplitude variability in blue source"
Gaia18aos,2018-03-08 20:27:27,211.88122,-19.46686,17.16,,,"unknown",2018-03-12 09:29:09,"candidate SN in galaxy LEDA 854850, GS-TEC predicts SN Ia close to max"
Gaia18aor,2018-03-08 20:30:00,211.88298,-22.15606,18.99,,,"SN II",2018-03-12 09:28:10,"candidate SN near centre of PanSTARRS galaxy"
Gaia18aoq,2018-01-31 16:57:38,208.78297,-38.38965,18.61,,,"unknown",2018-03-12 09:27:16,"candidate SN near centre of galaxy 2MASX J13550786-3823227"
Gaia18aop,2018-03-09 08:51:32,208.00603,-44.15332,18.50,,,"unknown",2018-03-12 09:26:04,"candidate SN near galaxy 2MASX J13520119-4409078, GS-TEC predicts SN Ia"
Gaia18aoo,2018-03-09 04:09:31,40.57190,-48.96400,18.90,,,"unknown",2018-03-12 09:25:16,"candidate SN near galaxy GALEXASC J024217.09-485752.4, GS-TEC predicts SN Ia"
Gaia18aon,2018-02-13 12:52:51,248.00960,78.21137,14.95,,,"SN II",2018-03-12 09:23:52,"bright declining confirmed SN II in the outskirts of NGC 6217, aka SN2018gj"
Gaia18aom,2018-03-08 02:37:03,212.25570,-30.55737,17.38,,,"SN Ia",2018-03-12 09:20:02,"candidate SN near galaxy 2MASX J14090127-3033321, GS-TEC predicts SN Ia"
Gaia18aol,2018-03-08 14:39:04,211.60453,-32.05550,14.64,,,"CV",2018-03-10 10:31:46,"bright blue hostless transient"
Gaia18aok,2018-03-09 02:47:35,209.46904,-40.35804,18.76,,,"unknown",2018-03-10 10:30:46,"Blue transient near faint DSS source"
Gaia18aoj,2018-03-08 16:27:36,35.90077,-29.36175,18.97,,,"unknown",2018-03-10 10:29:56,"transient near centre of galaxy 2dFGRS TGS310Z244"
Gaia18aoi,2018-03-08 10:20:11,35.75707,-36.88305,17.15,,,"SN Ia",2018-03-10 10:28:58,"candidate SN near galaxy pair ESO 355-13"
Gaia18aoh,2018-03-08 12:46:13,227.30392,77.21837,18.69,,,"unknown",2018-03-10 10:27:58,"candidate SN near galaxy LEDA 2773204, declining"
Gaia18aog,2018-03-08 09:46:06,41.35310,-73.65674,18.96,,,"unknown",2018-03-10 10:26:35,"candidate SN near galaxy 2MASX J02452277-7339301"
Gaia18aof,2018-03-08 19:20:45,217.93392,45.77846,18.98,,,"SN Ia",2018-03-10 10:15:52,"confirmed SN Ia near centre of starburst galaxy SDSS J143144.14+454641.3, aka SN2018kz"
Gaia18aoe,2018-03-08 07:26:25,31.58212,41.92584,17.93,,,"unknown",2018-03-10 10:10:19,"candidate SN near extended source in DSS and PanSTARRS, rising"
Gaia18aod,2018-03-08 09:11:16,208.36495,-67.41694,6.77,10.85,2.34,"Nova",2018-03-10 10:02:41,"confirmed Galactic Nova, extremely bright, aka Nova Circini 2018 (PNV J13532700-6725110)"
Gaia18aoc,2018-03-07 08:36:03,214.10459,-30.53019,18.64,,,"unknown",2018-03-09 10:43:03,"candidate SN 25 arcsec away from galaxy ESO446-40"
Gaia18aob,2018-03-07 21:08:44,212.73993,-65.47098,17.47,,,"unknown",2018-03-09 10:42:20,"Blue transient near faint DSS source, candidate CV"
Gaia18aoa,2018-03-07 09:16:21,220.42553,-74.61639,18.86,,,"unknown",2018-03-09 10:41:35,"candidate SN near faint DSS source. GS-TEC predicts SN Ia"
Gaia18anz,2018-03-07 09:25:42,230.54822,-84.86364,17.12,,,"unknown",2018-03-09 10:40:48,"hostless blue transient, candidate CV"
Gaia18any,2018-03-07 18:17:30,33.72869,76.65131,18.80,,,"unknown",2018-03-09 10:35:37,"hostless transient"
Gaia18anx,2018-03-07 17:51:29,33.67759,52.92866,18.74,,,"unknown",2018-03-09 10:33:03,"Blue transient near faint PanSTARRS extended source, candidate SN"
Gaia18anw,2018-03-06 08:54:17,220.81816,-51.44593,18.16,,,"unknown",2018-03-08 12:58:25,"hostless blue Galactic plane transient"
Gaia18anv,2018-03-06 21:04:45,220.16846,-62.38954,18.62,,,"unknown",2018-03-08 12:57:38,"hostless blue Galactic plane transient, declining"
Gaia18anu,2018-03-06 20:25:22,182.09157,82.47920,18.99,,,"unknown",2018-03-08 12:56:33,"hostless blue transient"
Gaia18ant,2018-02-18 00:57:02,204.49302,64.59516,18.04,,,"unknown",2018-03-08 12:55:53,"candidate SN declining near galaxy SDSS J133758.67+643547.4, GS-TEC predicts SN Ia. aka ATLAS18lzr"
Gaia18ans,2018-03-06 23:49:45,37.50003,51.54957,17.97,,,"unknown",2018-03-08 12:53:15,"blue, hostless, Galactic plane transient. candidate CV"
Gaia18anr,2018-03-05 08:11:31,94.51329,78.36699,14.84,,,"SN IIn",2018-03-07 12:17:17,"bright confirmed SN IIn near galaxy NGC2146, aka SN2018zd"
Gaia18anq,2018-03-05 23:41:50,40.88468,44.35809,18.42,,,"unknown",2018-03-07 12:14:50,"candidate SN near galaxy UGC 2196"
Gaia18anp,2018-03-05 11:30:32,40.13342,34.12026,18.60,,,"unknown",2018-03-07 12:14:10,"candidate SN declining near PanSTARRS galaxy GS-TEC predicts SN Ia"
Gaia18ano,2018-03-05 12:54:57,35.82418,13.81372,18.65,,,"unknown",2018-03-07 12:13:20,"candidate SN near galaxy 2MASX J02231764+1348519"
Gaia18ann,2018-03-04 15:39:34,352.98357,-70.49124,18.87,,,"unknown",2018-03-07 12:12:39,"candidate SN near galaxy LEDA 273458 GS-TEC predicts SN Ia"
Gaia18anm,2018-03-05 02:54:43,229.56066,-52.64402,17.04,,,"unknown",2018-03-07 12:12:00,"blue transient declining near Galactic Plane"
Gaia18anl,2018-03-04 16:17:39,25.23738,-34.27971,18.65,,,"SN Ia",2018-03-07 12:10:55,"confirmed SN Ia near galaxy near galaxy 2MASX J01405711-3416528, aka SN2018vr"
Gaia18ank,2018-03-04 08:00:34,213.63492,3.18956,17.33,,,"SN Ia",2018-03-07 12:08:36,"confirmed SN Ia near galaxy IC 988, aka SN2018qp"
Gaia18anj,2018-03-04 20:10:40,215.32309,-6.62751,18.12,,,"SN Ia",2018-03-07 12:06:44,"confirmed SN Ia near galaxy LEDA 1030654, aka SN2018jh"
Gaia18ani,2018-02-13 08:20:07,122.36300,78.23333,19.06,,,"unknown",2018-03-07 12:02:12,"candidate SN near PanSTARRS galaxy, GS-TEC predicts SN Ia"
Gaia18anh,2018-03-01 20:52:49,250.41519,-48.94466,19.00,17.86,0.16,"unknown",2018-03-05 15:41:08,"~1mag dip in Gaia Source after gradual decline"
Gaia18ang,2018-03-03 03:27:05,314.29503,-70.32698,18.80,,,"unknown",2018-03-05 15:31:58,"candidate SN rising near extended DSS source (probably also GALEXASC J205711.45-701937.7)"
Gaia18anf,2018-01-29 14:49:08,223.58981,-21.84535,17.72,,,"unknown",2018-03-05 15:31:08,"candidate SN declining near galaxy LEDA 822956, GS-TEC predicts SN Ia"
Gaia18ane,2018-03-03 20:30:22,224.01695,-27.76801,18.08,,,"unknown",2018-03-05 15:29:53,"candidate SN in galaxy ESO 448-8"
Gaia18and,2018-03-03 15:08:00,256.80853,-64.41144,17.40,,,"SN Ia",2018-03-05 15:29:02,"apparently hostless blue transient declining, GS-TEC predicts SN Ia"
Gaia18anc,2018-02-09 22:59:11,257.64866,-66.53542,18.01,,,"unknown",2018-03-05 15:28:14,"blue transient near faint DSS source"
Gaia18anb,2018-03-03 08:04:50,216.55583,-1.92829,18.59,,,"unknown",2018-03-05 15:27:34,"candidate SN near galaxy J142613.23-015540.8"
Gaia18ana,2018-01-24 20:42:35,216.79766,-2.26978,18.25,,,"SN IIP",2018-03-05 15:26:43,"confirmed SN IIP declining in outskirts of galaxy NGC 5618, aka SN2018rz"
Gaia18amz,2018-03-03 20:07:50,216.58986,-4.56395,18.73,,,"unknown",2018-03-05 15:23:01,"candidate SN near extended PanSTARRS source, GS-TEC predicts SN Ia"
Gaia18amy,2018-03-03 13:09:35,44.83095,26.76844,18.40,,,"unknown",2018-03-05 15:22:16,"candidate SN near galaxy LEDA 1787736"
Gaia18amx,2018-03-02 21:45:20,357.29016,-60.31084,18.53,,,"unknown",2018-03-05 15:21:30,"candidate SN near galaxy 2MASX J23490938-6018364"
