"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"44769","AT 2019put","18:42:22.670","+02:58:06.82","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzh","Gaia - Gaia-photometric","","1","1","","17.95","G-Gaia","2019-09-05 09:08:38","Gaia_Bot1","",""
"44770","AT 2019puu","04:06:36.784","+23:49:47.23","","","","","ZTF, ATLAS","","ATLAS; ZTF","ZTF19abvhaqq","P48 - ZTF-Cam, ATLAS1 - ACAM1","","1","1","","20.39","g-ZTF","2019-09-01 11:10:54","ZTF_AMPEL_COMPLETE","",""
"44771","AT 2019puv","19:12:36.670","-19:25:01.63","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzm","Gaia - Gaia-photometric","","1","1","","18.53","G-Gaia","2019-09-07 22:36:28","Gaia_Bot1","",""
"44772","AT 2019puw","06:30:59.090","+04:46:41.12","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzn","Gaia - Gaia-photometric","","1","1","","17.91","G-Gaia","2019-09-07 18:00:00","Gaia_Bot1","",""
"44773","AT 2019pux","15:55:40.200","+36:46:43.14","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzo","Gaia - Gaia-photometric","","1","1","","18.61","G-Gaia","2019-09-08 03:56:09","Gaia_Bot1","",""
"44774","AT 2019puy","22:21:27.190","-50:10:04.80","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzp","Gaia - Gaia-photometric","","1","1","","18.98","G-Gaia","2019-09-08 02:02:24","Gaia_Bot1","",""
"44775","AT 2019puz","23:26:47.093","-09:20:23.98","","","DES J232647.18-092026.9","","ALeRCE","","ALeRCE","ZTF19abyblcm","P48 - ZTF-Cam","","1","1","","19.8105","r-ZTF","2019-09-09 08:54:21","ALeRCE","",""
"44776","AT 2019pva","02:15:14.807","-12:09:52.31","","","SDSS J021514.76-120953.4","0.091","ALeRCE, ZTF","","ALeRCE; ZTF","ZTF19abycslo","P48 - ZTF-Cam","","1","1","","20.0033","g-ZTF","2019-09-09 10:03:16","ALeRCE","",""
"44777","AT 2019pvb","00:53:27.626","+47:26:29.58","","","CGCG 550-017","0.039657","ALeRCE","","ALeRCE","ZTF19abxuipy","P48 - ZTF-Cam","","1","1","","20.3412","g-ZTF","2019-09-09 10:22:37","ALeRCE","",""
"44778","AT 2019pvc","02:44:03.902","+21:43:26.06","","","SDSS J024404.33+214326.3","0.074","ALeRCE, ZTF","","ALeRCE; ZTF","ZTF19abyddbk","P48 - ZTF-Cam","","1","1","","19.9352","g-ZTF","2019-09-09 10:35:29","ALeRCE","",""
"44779","AT 2019pvd","03:50:02.204","+26:29:59.66","","","2MASS J03500227+2630056","","ALeRCE","","ALeRCE","ZTF19abydfrv","P48 - ZTF-Cam","","1","1","","20.2918","g-ZTF","2019-09-09 10:42:48","ALeRCE","",""
"44780","AT 2019pve","08:05:00.364","+55:29:38.89","","","2MASX J08045937+5529340","","ALeRCE","","ALeRCE","ZTF19abydqew","P48 - ZTF-Cam","","1","1","","20.0719","g-ZTF","2019-09-09 11:19:35","ALeRCE","",""
"44781","AT 2019pvf","02:35:24.379","-13:21:42.62","","","2MASX J02352441-1321434","","ALeRCE","","ALeRCE","ZTF19abydtps","P48 - ZTF-Cam","","1","1","","19.5295","r-ZTF","2019-09-09 11:32:19","ALeRCE","",""
"44782","AT 2019pvg","02:16:51.383","-03:33:46.26","","","6dF J0216515-033348","0.042193","ALeRCE","","ALeRCE","ZTF19abydupe","P48 - ZTF-Cam","","1","1","","19.6497","r-ZTF","2019-09-09 11:33:36","ALeRCE","",""
"44783","AT 2019pvh","03:09:59.701","-01:49:41.26","","","2MASX J03095965-0149449","","ALeRCE","","ALeRCE","ZTF19abydypo","P48 - ZTF-Cam","","1","1","","20.3881","r-ZTF","2019-09-09 11:37:35","ALeRCE","",""
"44784","AT 2019pvi","03:01:39.790","-02:03:51.88","","","SDSS J030139.68-020356.2","0.071","ALeRCE, Pan-STARRS1","","ALeRCE; Pan-STARRS1","ZTF19abydyhy","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","20.5202","r-ZTF","2019-09-09 11:37:35","ALeRCE","",""
"44785","AT 2019pvj","04:17:42.139","+74:17:11.42","","","2MASX J04174273+7417121","","ALeRCE","","ALeRCE","ZTF19abyekdk","P48 - ZTF-Cam","","1","1","","19.7813","r-ZTF","2019-09-09 11:56:25","ALeRCE","",""
"44786","AT 2019pvk","03:47:21.732","+47:15:27.42","","","SDSS J034722.34+471529.7","0.091","ALeRCE","","ALeRCE","ZTF19abyelcr","P48 - ZTF-Cam","","1","1","","20.0416","r-ZTF","2019-09-09 11:59:03","ALeRCE","",""
"44787","AT 2019pvl","03:59:31.301","-15:59:06.79","","","2MASX J03593119-1559061","","ALeRCE","","ALeRCE","ZTF19abyelnu","P48 - ZTF-Cam","","1","1","","20.2963","r-ZTF","2019-09-09 12:02:36","ALeRCE","",""
"44788","AT 2019pvm","04:18:54.984","-09:39:10.14","","","2MASX J04185499-0939047","","ALeRCE","","ALeRCE","ZTF19abwsagw","P48 - ZTF-Cam","","1","1","","19.7794","r-ZTF","2019-09-09 12:03:14","ALeRCE","",""
"44789","AT 2019pvn","05:01:38.524","-02:17:06.51","","","SDSS J050138.13-021711.8","0.115","ALeRCE","","ALeRCE","ZTF19abyenjt","P48 - ZTF-Cam","","1","1","","20.245","r-ZTF","2019-09-09 12:05:51","ALeRCE","",""
"44790","AT 2019pvo","04:38:56.364","-03:58:46.49","","","","","ALeRCE","","ALeRCE","ZTF19abyencr","P48 - ZTF-Cam","","1","1","","19.6371","r-ZTF","2019-09-09 12:05:51","ALeRCE","",""
"44791","AT 2019pvp","07:42:25.777","+63:01:56.67","","","2MASX J07422512+6301589","","ALeRCE","","ALeRCE","ZTF19abyeukf","P48 - ZTF-Cam","","1","1","","19.9971","r-ZTF","2019-09-09 12:20:28","ALeRCE","",""
"44792","AT 2019pvq","06:08:46.529","-33:54:49.80","","","","","ATLAS","","ATLAS","ATLAS19uuu","ATLAS1 - ACAM1","","1","1","","16.526","orange-ATLAS","2019-09-09 14:54:14","ATLAS_Bot1","",""
"44793","AT 2019pvr","00:34:38.200","-22:41:39.63","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fbd","PS1 - GPC1","","1","1","","20.22","w-PS1","2019-09-06 12:15:50","PS1_Bot1","",""
"44794","AT 2019pvs","21:18:26.788","-20:44:00.17","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fbe","PS1 - GPC1","","1","1","","20.45","i-Sloan","2019-08-21 09:44:38","PS2_Bot1","",""
"44795","AT 2019pvt","00:34:17.286","-18:05:43.08","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fbf","PS1 - GPC1","","1","1","","20.56","w-PS1","2019-09-06 12:12:57","PS1_Bot1","",""
"44796","AT 2019pvu","17:22:46.420","+11:25:28.00","","","","","ZTF","","ZTF","ZTF19abyfhov","P48 - ZTF-Cam","","1","1","","20.5","g-ZTF","2019-09-10 03:17:34","Sharma","",""
"44797","AT 2019pvv","20:12:35.660","+49:23:33.40","","","","","ZTF","","ZTF","ZTF19abyfhaq","P48 - ZTF-Cam","","1","1","","20.57","g-ZTF","2019-09-10 03:06:02","Sharma","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44798","AT 2019pvw","10:28:34.090","+51:53:31.49","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzq","Gaia - Gaia-photometric","","1","1","","17.61","G-Gaia","2019-09-07 10:49:26","Gaia_Bot1","",""
"44799","AT 2019pvx","14:50:35.810","+49:08:04.16","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzr","Gaia - Gaia-photometric","","1","1","","18.45","G-Gaia","2019-09-07 10:10:33","Gaia_Bot1","",""
"44800","AT 2019pvy","10:14:18.850","+49:53:06.29","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzs","Gaia - Gaia-photometric","","1","1","","18.9","G-Gaia","2019-09-07 22:52:19","Gaia_Bot1","",""
"44801","AT 2019pvz","17:01:45.990","+11:36:08.10","","","","","ZTF","","ZTF","ZTF19abyfbii","P48 - ZTF-Cam","","1","1","","20.08","g-ZTF","2019-09-10 03:19:43","Sharma","",""
"44802","AT 2019pwa","19:22:08.613","+48:04:09.02","","","","","ZTF, ATLAS","","ATLAS; ZTF","ZTF19abyfazm","P48 - ZTF-Cam, ATLAS1 - ACAM1","","1","1","","17.71","g-ZTF","2019-09-10 03:08:12","Sharma","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44803","AT 2019pwb","19:28:35.930","+37:33:40.80","","","","","ZTF","","ZTF","ZTF19abyffnr","P48 - ZTF-Cam","","1","1","","19.06","g-ZTF","2019-09-10 04:26:24","Sharma","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44804","AT 2019pwc","02:56:28.840","-40:29:45.60","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzt","Gaia - Gaia-photometric","","1","1","","18.79","G-Gaia","2019-09-09 07:14:52","Gaia_Bot1","",""
"44805","AT 2019pwd","13:36:21.310","+49:39:21.89","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzu","Gaia - Gaia-photometric","","1","1","","18.97","G-Gaia","2019-09-08 18:08:38","Gaia_Bot1","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44806","AT 2019pwe","01:20:01.530","-51:03:45.83","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzv","Gaia - Gaia-photometric","","1","1","","18.85","G-Gaia","2019-09-08 13:35:02","Gaia_Bot1","",""
"44807","AT 2019pwf","06:48:48.520","+16:59:02.33","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzw","Gaia - Gaia-photometric","","1","1","","18.88","G-Gaia","2019-09-09 01:35:02","Gaia_Bot1","",""
"44808","AT 2019pwg","18:40:08.790","-15:01:53.87","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzy","Gaia - Gaia-photometric","","1","1","","18.17","G-Gaia","2019-09-09 04:43:40","Gaia_Bot1","",""
"44809","AT 2019pwh","18:26:19.830","-07:49:31.66","","","","","GaiaAlerts","","GaiaAlerts","Gaia19dzz","Gaia - Gaia-photometric","","1","1","","17.48","G-Gaia","2019-09-08 15:04:19","Gaia_Bot1","",""
"44810","AT 2019pwi","06:22:23.960","+08:44:52.76","","","","","GaiaAlerts","","GaiaAlerts","Gaia19eaa","Gaia - Gaia-photometric","","1","1","","16.22","G-Gaia","2019-09-08 23:58:33","Gaia_Bot1","",""
"44811","SN 2019pwj","01:39:21.070","+07:27:07.54","SN Ia","0.171","SDSS J013921.03+072706.7","","None","None","","","P48 - ZTF-Cam","LT - SPRAT","1","1","","20.525","g-ZTF","2019-08-23 10:32:12","Perez-Fournon","",""
"44812","AT 2019pwk","18:30:30.710","-12:57:09.72","","","","","GaiaAlerts","","GaiaAlerts","Gaia19eab","Gaia - Gaia-photometric","","1","1","","20.41","G-Gaia","2019-09-09 09:01:26","Gaia_Bot1","",""
"44813","AT 2019pwl","17:55:40.700","-02:11:47.44","","","","","GaiaAlerts","","GaiaAlerts","Gaia19eac","Gaia - Gaia-photometric","","1","1","","21.08","G-Gaia","2019-08-16 10:16:19","Gaia_Bot1","",""
"44814","AT 2019pwm","03:14:55.022","-02:59:32.03","","","2MASX J03145502-0259330","0.029","GOTO","","GOTO","GOTO031455.02-025932.0","GOTO-N - GOTO-1","","1","1","","19.23","L-GOTO","2019-09-10 05:34:48","Steeghs","",""
"44815","AT 2019pwn","06:29:53.734","-28:29:46.86","","","","","ATLAS","","ATLAS","ATLAS19uuv","ATLAS1 - ACAM1","","1","1","","17.672","orange-ATLAS","2019-09-09 14:29:45","ATLAS_Bot1","",""
"44816","AT 2019pwo","03:13:03.908","+52:10:06.67","","","","","ATLAS","","ATLAS","ATLAS19uou","ATLAS1 - ACAM1","","1","1","","19.051","orange-ATLAS","2019-09-04 14:26:52","ATLAS_Bot1","",""
"44817","AT 2019pwp","03:36:28.992","-39:45:02.68","","","","","ATLAS","","ATLAS","ATLAS19tik","ATLAS1 - ACAM1","","1","1","","18.253","cyan-ATLAS","2019-08-26 14:42:43","ATLAS_Bot1","",""
"44818","AT 2019pwq","13:19:28.970","+50:02:41.96","","","","","GaiaAlerts","","GaiaAlerts","Gaia19ead","Gaia - Gaia-photometric","","1","1","","17.72","G-Gaia","2019-09-08 22:24:57","Gaia_Bot1","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44819","AT 2019pwr","13:29:16.860","+49:08:38.58","","","","","GaiaAlerts","","GaiaAlerts","Gaia19eae","Gaia - Gaia-photometric","","1","1","","18.9","G-Gaia","2019-09-09 04:23:31","Gaia_Bot1","",""
"44820","AT 2019pws","05:33:03.360","-10:19:14.48","","","","","GaiaAlerts","","GaiaAlerts","Gaia19eaf","Gaia - Gaia-photometric","","1","1","","18.22","G-Gaia","2019-09-08 12:23:02","Gaia_Bot1","",""
"44821","AT 2019pwt","10:05:01.510","+49:25:41.99","","","","","GaiaAlerts","","GaiaAlerts","Gaia19eag","Gaia - Gaia-photometric","","1","1","","17.61","G-Gaia","2019-09-07 18:40:19","Gaia_Bot1","",""
"44822","AT 2019pwu","17:47:23.771","+47:59:22.26","","","","","ATLAS","","ATLAS","ATLAS19tap","ATLAS1 - ACAM1","","1","1","","19.389","cyan-ATLAS","2019-08-25 07:13:26","ATLAS_Bot1","",""
"44823","AT 2019pwv","16:02:20.021","+53:46:54.92","","","2MASX J16021998+5346550","0.065014","ALeRCE","","ALeRCE","ZTF18aakybtr","P48 - ZTF-Cam","","1","1","","18.9275","r-ZTF","2019-09-10 06:31:46","ALeRCE","",""
"44824","AT 2019pww","23:57:11.606","-00:01:38.43","","","SDSS J235711.47-000137.4","0.368","ALeRCE","","ALeRCE","ZTF19abygvwv","P48 - ZTF-Cam","","1","1","","19.5048","r-ZTF","2019-09-10 09:32:30","ALeRCE","",""
"44825","AT 2019pwx","00:36:57.959","+12:56:30.02","","","SDSS J003657.93+125631.1","0.104","ALeRCE","","ALeRCE","ZTF19abyhyzv","P48 - ZTF-Cam","","1","1","","20.3032","r-ZTF","2019-09-10 10:22:57","ALeRCE","",""
"44826","AT 2019pwy","01:02:33.405","+15:46:08.27","","","SDSS J010233.56+154606.6","0.168","ALeRCE","","ALeRCE","ZTF19abyhzsh","P48 - ZTF-Cam","","1","1","","20.1993","r-ZTF","2019-09-10 10:23:36","ALeRCE","",""
"44827","AT 2019pwz","01:02:03.253","+14:50:12.50","","","2MASS J01020337+1450154","0.186985","ALeRCE","","ALeRCE","ZTF19abyhzsb","P48 - ZTF-Cam","","1","1","","20.5288","r-ZTF","2019-09-10 10:24:14","ALeRCE","",""
"44828","AT 2019pxa","23:22:11.557","+04:59:13.78","","","2MASX J23221218+0459090","0.06222","ALeRCE","","ALeRCE","ZTF19abyihlx","P48 - ZTF-Cam","","1","1","","20.031","g-ZTF","2019-09-10 10:35:11","ALeRCE","",""
"44829","AT 2019pxb","23:29:59.973","+12:28:48.20","","","SDSS J233000.07+122849.7","0.086","ALeRCE","","ALeRCE","ZTF19abycmgz","P48 - ZTF-Cam","","1","1","","19.9447","g-ZTF","2019-09-10 10:34:32","ALeRCE","",""
"44830","AT 2019pxc","22:57:27.258","+30:10:51.02","","","SDSS J225727.72+301051.7","0.128","ALeRCE","","ALeRCE","ZTF19abvfoci","P48 - ZTF-Cam","","1","1","","20.1088","g-ZTF","2019-09-10 10:42:26","ALeRCE","",""
"44831","AT 2019pxd","22:58:55.293","+40:55:57.64","","","UGC 12282","0.017129","ALeRCE, ZTF","","ALeRCE; ZTF","ZTF19abyikbv","P48 - ZTF-Cam","","1","1","","18.8704","g-ZTF","2019-09-10 10:45:43","ALeRCE","",""
"44832","AT 2019pxe","02:01:53.082","+30:44:00.78","","","SDSS J020152.85+304359.8","0.1","ALeRCE","","ALeRCE","ZTF19abyirjl","P48 - ZTF-Cam","","1","1","","20.0494","g-ZTF","2019-09-10 11:05:57","ALeRCE","",""
"44833","AT 2019pxf","02:33:02.946","+25:14:28.76","","","SDSS J023303.03+251429.8","0.041","ALeRCE","","ALeRCE","ZTF19abyixys","P48 - ZTF-Cam","","1","1","","20.6386","g-ZTF","2019-09-10 11:28:12","ALeRCE","",""
"44834","AT 2019pxg","02:31:04.975","+09:26:04.77","","","2MASX J02310474+0926056","","ALeRCE","","ALeRCE","ZTF19abyixmc","P48 - ZTF-Cam","","1","1","","20.7227","g-ZTF","2019-09-10 11:31:47","ALeRCE","",""
"44835","AT 2019pxh","03:44:35.450","-69:05:56.00","","","OGLE-GAL-MBR220.15-1423.118-281.148","","OGLE","","OGLE","","OGLE-1.3m - OGLEIV-Cam","","1","1","","20.325","I-Cousins","2019-09-01 06:24:00","Gromadzki","",""
"44836","AT 2019pxi","22:11:39.214","+60:23:44.74","","","","","ZTF","","ZTF","","P48 - ZTF-Cam","","1","1","","19.03","r-ZTF","2019-09-10 09:48:23","Stein","",""
"44837","AT 2019pxj","22:38:45.978","+55:56:11.90","","","","","ZTF","","ZTF","ZTF19abyhhml","P48 - ZTF-Cam","","1","1","","19.439","r-ZTF","2019-09-10 09:49:04","Stein","",""
"44838","AT 2019pxk","02:11:44.734","+12:01:59.95","","","","","ZTF","","ZTF","ZTF19abyjcom","P48 - ZTF-Cam","","1","1","","20.006","r-ZTF","2019-09-10 10:28:51","Stein","",""
"44839","AT 2019pxl","02:13:00.585","+12:28:21.23","","","","","ZTF","","ZTF","ZTF19abyjcon","P48 - ZTF-Cam","","1","1","","20.095","r-ZTF","2019-09-10 10:28:51","Stein","",""
"44840","AT 2019pxm","02:12:21.531","+12:17:51.71","","","","","ZTF","","ZTF","ZTF19abyjcoo","P48 - ZTF-Cam","","1","1","","20.28","r-ZTF","2019-09-10 10:28:50","Stein","",""
"44841","AT 2019pxn","02:36:44.834","+34:38:50.28","","","","","ZTF","","ZTF","ZTF19abyjfiw","P48 - ZTF-Cam","","1","1","","20.37","g-ZTF","2019-09-10 11:35:05","Stein","",""
"44842","SN 2019pxo","03:15:18.370","+42:41:43.95","SN Ia","0.017519","","","ATLAS","Global SN Project","ATLAS","ATLAS19uve","ATLAS1 - ACAM1","FTN - FLOYDS-N","1","1","","16.218","orange-ATLAS","2019-09-10 13:06:14","ATLAS_Bot1","",""
"44843","AT 2019pxp","14:04:06.990","+47:11:48.73","","","","","GaiaAlerts","","GaiaAlerts","Gaia19eah","Gaia - Gaia-photometric","","1","1","","18.54","G-Gaia","2019-09-09 00:02:52","Gaia_Bot1","",""
"44844","AT 2019pxq","14:50:51.020","+44:32:33.18","","","","","GaiaAlerts","","GaiaAlerts","Gaia19eai","Gaia - Gaia-photometric","","1","1","","18.06","G-Gaia","2019-09-08 11:55:40","Gaia_Bot1","",""
"44845","AT 2019pxr","05:13:52.350","-14:12:43.81","","","","","GaiaAlerts","","GaiaAlerts","Gaia19eaj","Gaia - Gaia-photometric","","1","1","","18.31","G-Gaia","2019-09-08 18:30:14","Gaia_Bot1","",""
"44846","AT 2019pxs","04:34:45.890","-25:21:24.80","","","","","GaiaAlerts","","GaiaAlerts","Gaia19eak","Gaia - Gaia-photometric","","1","1","","18.54","G-Gaia","2019-09-08 18:46:04","Gaia_Bot1","",""
"44847","AT 2019pxt","19:19:26.860","-26:03:55.69","","","","","GaiaAlerts","","GaiaAlerts","Gaia19eal","Gaia - Gaia-photometric","","1","1","","18.2","G-Gaia","2019-09-09 08:44:09","Gaia_Bot1","",""
"44848","AT 2019pxu","05:10:12.614","-00:46:38.91","","","","","ATLAS","","ATLAS","ATLAS19uvg","ATLAS1 - ACAM1","","1","1","","19.486","orange-ATLAS","2019-09-10 13:46:33","ATLAS_Bot1","",""
"44849","AT 2019pxv","21:17:30.135","+26:00:13.44","","","","","ATLAS","","ATLAS","ATLAS19uvj","ATLAS1 - ACAM1","","1","1","","19.11","orange-ATLAS","2019-09-07 08:44:09","ATLAS_Bot1","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44850","AT 2019pxw","04:21:32.335","+10:12:56.02","","","","","ATLAS","","ATLAS","ATLAS19uvm","ATLAS1 - ACAM1","","1","1","","19.307","orange-ATLAS","2019-09-10 14:09:36","ATLAS_Bot1","",""
"44851","AT 2019pxx","20:03:32.889","+56:36:59.24","","","","","ZTF","","ZTF","ZTF19abyffeb","P48 - ZTF-Cam","","1","1","","18.79","g-Sloan","2019-09-10 04:19:29","Stein","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44852","AT 2019pxy","00:29:52.752","+47:47:41.88","","","","","ZTF","","ZTF","ZTF19abyhhvj","P48 - ZTF-Cam","","1","1","","19.85","i-ZTF","2019-09-10 07:50:44","Stein","",""
"44853","AT 2019pxz","09:05:06.732","+41:13:51.43","","","","","ZTF","","ZTF","ZTF18aacsudg","P48 - ZTF-Cam","","1","1","","19.48","g-ZTF","2019-09-10 11:42:10","ZTF_AMPEL_NEW","",""
"44854","AT 2019pya","08:01:31.344","+19:58:50.47","","","","","ZTF","","ZTF","ZTF18aagbzwr","P48 - ZTF-Cam","","1","1","","19.44","r-ZTF","2019-09-07 12:13:13","ZTF_AMPEL_NEW","",""
"44855","AT 2019pyb","17:17:03.922","+35:59:20.42","","","","","ZTF","","ZTF","ZTF18aarpgds","P48 - ZTF-Cam","","1","1","","20.06","g-ZTF","2019-08-23 04:15:46","ZTF_AMPEL_COMPLETE","",""
"44856","AT 2019pyc","05:39:07.937","-06:29:09.63","","","","","ZTF","","ZTF","ZTF18adasejy","P48 - ZTF-Cam","","1","1","","18.06","g-ZTF","2019-09-10 11:59:04","ZTF_AMPEL_COMPLETE","",""
"44857","AT 2019pyd","02:06:02.901","+30:36:27.24","","","","","ZTF","","ZTF","ZTF19abwsxug","P48 - ZTF-Cam","","1","1","","19.7","r-ZTF","2019-09-07 09:48:00","ZTF_AMPEL_NEW","",""
"44858","AT 2019pye","08:42:41.736","+64:40:41.79","","","","","ZTF","","ZTF","ZTF19abwwmam","P48 - ZTF-Cam","","1","1","","19.47","g-ZTF","2019-09-07 11:51:04","ZTF_AMPEL_NEW","",""
"44859","AT 2019pyf","15:08:36.998","+34:29:24.76","","","","","ZTF","","ZTF","ZTF19abxdrvp","P48 - ZTF-Cam","","1","1","","19.68","r-ZTF","2019-09-08 03:04:08","ZTF_AMPEL_NEW","",""
"44860","AT 2019pyg","07:52:58.047","+51:38:36.76","","","","","ZTF","","ZTF","ZTF19abxphqu","P48 - ZTF-Cam","","1","1","","19.82","g-ZTF","2019-09-06 10:45:01","ZTF_AMPEL_NEW","",""
"44861","AT 2019pyh","08:14:53.780","+54:04:30.62","","","","","ZTF","","ZTF","ZTF19abxvtkr","P48 - ZTF-Cam","","1","1","","19.58","g-ZTF","2019-09-07 11:50:24","ZTF_AMPEL_NEW","",""
"44862","AT 2019pyi","07:58:13.071","+40:50:43.64","","","","","ZTF","","ZTF","ZTF19abxvujw","P48 - ZTF-Cam","","1","1","","19.2","g-ZTF","2019-09-10 11:43:28","ZTF_AMPEL_NEW","",""
"44863","AT 2019pyj","08:45:15.108","+44:21:15.02","","","","","ZTF","","ZTF","ZTF19abxwakm","P48 - ZTF-Cam","","1","1","","19.2","r-ZTF","2019-09-07 12:15:48","ZTF_AMPEL_NEW","",""
"44864","AT 2019pyk","00:06:08.071","+01:01:56.09","","","","","ZTF","","ZTF","ZTF19abygwjx","P48 - ZTF-Cam","","1","1","","19.5","r-ZTF","2019-09-10 09:32:30","ZTF_AMPEL_NEW","",""
"44865","AT 2019pyl","00:21:15.871","+08:58:58.77","","","","","ZTF","","ZTF","ZTF19abyimjn","P48 - ZTF-Cam","","1","1","","19.42","g-ZTF","2019-09-10 10:59:45","ZTF_AMPEL_NEW","",""
"44866","AT 2019pym","16:02:28.497","+22:09:45.89","","","","","ZTF","","ZTF","ZTF19abuenmv","P48 - ZTF-Cam","","1","1","","19.73","r-ZTF","2019-08-29 03:58:35","ZTF_AMPEL_COMPLETE","",""
"44867","AT 2019pyn","07:18:09.947","+18:29:42.77","","","","","ZTF","","ZTF","ZTF19abusyne","P48 - ZTF-Cam","","1","1","","19.23","r-ZTF","2019-09-07 12:22:26","ZTF_AMPEL_COMPLETE","",""
"44868","AT 2019pyo","03:12:00.501","-22:46:38.51","","","","","ZTF","","ZTF","ZTF19abuznyi","P48 - ZTF-Cam","","1","1","","19.46","r-ZTF","2019-09-07 12:05:17","ZTF_AMPEL_COMPLETE","",""
"44869","AT 2019pyp","01:04:23.847","+12:34:53.79","","","","","ZTF","","ZTF","ZTF19abvghhs","P48 - ZTF-Cam","","1","1","","19.77","r-ZTF","2019-09-04 10:02:09","ZTF_AMPEL_COMPLETE","",""
"44870","AT 2019pyq","18:31:47.409","+50:03:55.07","","","","","ZTF","","ZTF","ZTF19abxehgy","P48 - ZTF-Cam","","1","1","","19.58","g-ZTF","2019-09-11 03:24:39","ZTF_AMPEL_COMPLETE","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44871","AT 2019pyr","08:13:26.875","+65:27:16.28","","","","","ZTF","","ZTF","ZTF19abyjgal","P48 - ZTF-Cam","","1","1","","19.15","g-ZTF","2019-09-10 11:40:12","ZTF_AMPEL_NEW","",""
"44872","AT 2019pys","06:13:43.206","-18:34:22.15","","","","","ZTF","","ZTF","ZTF19abyjjoy","P48 - ZTF-Cam","","1","1","","19.29","g-ZTF","2019-09-10 11:56:29","ZTF_AMPEL_NEW","",""
"44873","AT 2019pyt","17:50:35.700","+20:05:21.02","","","GALEXASC J175035.63+200517.3","","ALeRCE, ZTF","","ALeRCE; ZTF","ZTF19abyfbik","P48 - ZTF-Cam","","1","1","","19.1734","r-ZTF","2019-09-11 04:30:24","ALeRCE","",""
"44874","AT 2019pyu","23:41:21.174","-23:27:02.54","","","GALEXASC J234121.03-232659.0","","ALeRCE","","ALeRCE","ZTF19abylleu","P48 - ZTF-Cam","","1","1","","18.7989","g-ZTF","2019-09-11 10:01:32","ALeRCE","",""
"44875","AT 2019pyv","03:46:39.729","-05:07:45.10","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fbh","PS1 - GPC1","","1","1","","21.47","w-PS1","2019-09-10 13:35:02","PS1_Bot1","",""
"44876","AT 2019pyw","04:07:13.726","-27:35:22.99","","","","","ZTF","","ZTF","ZTF19aaaicmw","P48 - ZTF-Cam","","1","1","","18.95","g-ZTF","2019-09-08 11:31:05","ZTF_AMPEL_NEW","",""
"44877","AT 2019pyx","03:52:46.745","-23:42:57.24","","","","","ZTF","","ZTF","ZTF19abwtgic","P48 - ZTF-Cam","","1","1","","18.59","g-ZTF","2019-09-08 11:31:05","ZTF_AMPEL_NEW","",""
"44878","AT 2019pyy","08:25:21.020","+73:11:54.13","","","","","ZTF","","ZTF","ZTF19abwwrvz","P48 - ZTF-Cam","","1","1","","19.29","g-ZTF","2019-09-08 11:32:29","ZTF_AMPEL_NEW","",""
"44879","AT 2019pyz","03:07:46.553","-00:47:15.23","","","","","Pan-STARRS1","","Pan-STARRS1","PS19fbi","PS1 - GPC1","","1","1","","19.47","w-PS1","2019-09-10 13:27:50","PS1_Bot1","",""
"44880","AT 2019pza","04:29:16.966","-26:54:39.34","","","","","ZTF","","ZTF","ZTF19aabjref","P48 - ZTF-Cam","","1","1","","18.26","g-ZTF","2019-09-08 12:01:01","ZTF_AMPEL_NEW","",""
